NLSitNummer;DatumFileBegin;DatumFileEind;TijdFileBegin;TijdFileEind;FileZwaarte;GemLengte;FileDuur;HectometerKop;HectometerStaart;RouteLet;RouteNum;RouteOms;hectometreringsrichting;KopWegvakVan;KopWegvakNaar;TrajVan;TrajNaar;OorzaakGronddetail;OorzaakVerloop;OorzaakCodeVerloop;OorzaakCode;Oorzaak_1;Oorzaak_2;Oorzaak_3;Oorzaak_4
2699204;2019-12-06;2019-12-06;11:33:00;13:51:42;413,650;2982,336;138,700;64,9;66,9;A;12;A12;aflopend;Houten-Oost;Lunetten;Arnhem;Den Haag;Ongeval (met spoedreparatie);[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 44], [Opruimingswerkzaamheden 50], [Opruimwerkzaamheden 9], [Spoedreparatie 34];[000], [ACI], [OCL], [CLE], [N32];ACI;Ongeval(len);Ongeval;Ongeval;Ongeval
2698458;2019-12-05;2019-12-05;15:54:00;16:02:05;24,250;3000,000;8,083;29,9;26,9;A;28;A28;oplopend;Hoevelaken;Amersfoort-Vathorst;Amersfoort;Zwolle;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 8];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2698046;2019-12-05;2019-12-05;8:09:00;8:15:03;12,100;2000,000;6,050;46,8;48,8;A;12;A12;aflopend;Harmelen;Woerden;Utrecht;Den Haag;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 6];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2698748;2019-12-05;2019-12-05;17:05:00;17:08:13;6,433;2000,000;3,217;57,7;55,7;A;58;A58;oplopend;Sint Annabosch;Ulvenhout;Tilburg;Breda;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 3];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2698747;2019-12-05;2019-12-05;17:03:00;17:16:11;33,583;2547,408;13,183;74,6;71,6;A;4;A4;oplopend;Pernis;Benelux;Den Haag;Rotterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 13];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2701539;2019-12-09;2019-12-09;17:27:00;17:46:04;52,017;2728,147;19,067;117,0;119,0;A;2;A2;aflopend;Bosscheveldbrug;Veghel;Luik;Amsterdam;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 19];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2697790;2019-12-05;2019-12-05;7:09:00;7:28:55;39,833;2000,000;19,917;33,2;35,2;A;67;A67;aflopend;Someren;Geldrop;Venlo;Eindhoven;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 20];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2698655;2019-12-05;2019-12-05;16:44:00;16:45:15;2,500;2000,000;1,250;21,1;19,1;A;27;A27;oplopend;Hooipolder;Geertruidenberg;Breda;Gorinchem;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 1];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2698590;2019-12-05;2019-12-05;16:27:00;16:48:15;73,350;3451,765;21,250;29,0;27,0;A;9;A9;oplopend;Schiphol-Oost;Schipholbrug;Diemen;Den Helder;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 21];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
2697821;2019-12-05;2019-12-05;7:21:00;7:25:56;9,867;2000,000;4,933;43,8;41,8;A;27;A27;oplopend;Noordeloos;Lexmond;Breda;Almere;Spitsfile (geen oorzaak gemeld);[Geen oorzaakcode opgegeven door VWM 5];[000];001;Spitsfile (geen oorzaak gemeld);Geen oorzaak gemeld;Drukte;Hoge intensiteit
